sentiment,id,date,query,user,text
0,2070104073,Sun Jun 07 17:06:03 PDT 2009,NO_QUERY,courtneythe1st,i have to get up verrry early
0,2266915505,Sun Jun 21 09:18:49 PDT 2009,NO_QUERY,corieography,r you feeling better i really hope so im sad you were sick
0,2321406861,Wed Jun 24 21:00:45 PDT 2009,NO_QUERY,dnuggett,ugghh 3g down again in my area what good is an iphone on edge its like dial up slow
0,2237873022,Fri Jun 19 06:29:27 PDT 2009,NO_QUERY,MartynBLee,is working all weekend
0,2251230081,Sat Jun 20 02:50:44 PDT 2009,NO_QUERY,samsungimaging,rainy korea and im working on a saturday afternoon great
1,2058532888,Sat Jun 06 15:07:45 PDT 2009,NO_QUERY,danfaust,i imagine they would be
1,2010172808,Tue Jun 02 16:56:11 PDT 2009,NO_QUERY,nickywoop,having a nostalgic moment  justin took me to the drive in last night
1,2001323558,Tue Jun 02 00:30:58 PDT 2009,NO_QUERY,G___man,my iv antibiotics tell me i cant drink but that ok cause the antibiotic itself has a nicequotkickquot to it
0,2068811980,Sun Jun 07 14:44:38 PDT 2009,NO_QUERY,Woozle316,i dont have a ps3 was your favorite food pizza
1,2060528413,Sat Jun 06 19:04:28 PDT 2009,NO_QUERY,savagemike,thanks mike
1,1995637889,Mon Jun 01 13:48:37 PDT 2009,NO_QUERY,strustru,ohhhh mind apples  click chilling with friends drinking with friends laughing talking learning secrets writing lovely
1,1962937911,Fri May 29 11:57:17 PDT 2009,NO_QUERY,kmbalaska,is with elouise had a nice day today with ryan and trav
1,2058365076,Sat Jun 06 14:47:38 PDT 2009,NO_QUERY,sloane,my inner fashionista is screaming but im actually buying dorky tevay sandals functional fashion this is the hardest pill to swallow
0,2002679612,Tue Jun 02 04:53:08 PDT 2009,NO_QUERY,meganfiedorczyk,tuesday  monday in disguise
0,2058711920,Sat Jun 06 15:28:58 PDT 2009,NO_QUERY,natasharizzo,totally wishing me  ray j tonight pshhh someone should come with me
0,2218592154,Wed Jun 17 22:46:00 PDT 2009,NO_QUERY,AshleeStuart,sold out  fuck my life
0,1880959742,Fri May 22 03:06:29 PDT 2009,NO_QUERY,lJAYJAYl,wonton soup pleeaasseee
0,2263058519,Sat Jun 20 23:51:18 PDT 2009,NO_QUERY,plumpqt,i wanna dance and drink my ass off meow i live i vegas for gods sake i should totally go out but no 1 i wanna kick it w is goin out
1,2006527789,Tue Jun 02 11:17:57 PDT 2009,NO_QUERY,JessicaABenner,cant wait for this weekend
0,2191940514,Tue Jun 16 06:14:19 PDT 2009,NO_QUERY,moirafae,fing late nap yesterday  rawr my sleep schedule is so out of whack been trying to sleep for four hours now status finally sleepy
0,2004185758,Tue Jun 02 07:48:23 PDT 2009,NO_QUERY,iamlauren,yeah do you understand their language
0,2053675397,Sat Jun 06 05:21:07 PDT 2009,NO_QUERY,JonasAustralia,i couldnt agree more but haters will always hate
1,2188784117,Mon Jun 15 22:33:26 PDT 2009,NO_QUERY,yewww,wacthing tv brother just got home from his friends house its loud in the house again
1,2061118383,Sat Jun 06 20:12:53 PDT 2009,NO_QUERY,LastLovingChild,playing super mario brothers and cheeling
0,2175546399,Mon Jun 15 01:17:38 PDT 2009,NO_QUERY,electroshock,file2hd isnt working want to rip new atl
0,2322942402,Wed Jun 24 23:35:14 PDT 2009,NO_QUERY,screbee,sorry that i tweet alot about poo and fart and toilet
1,1881405005,Fri May 22 04:34:00 PDT 2009,NO_QUERY,Miss_Grace,oh close enough  beautiful girls
1,2187225064,Mon Jun 15 19:58:27 PDT 2009,NO_QUERY,faneeydie,im not sad anymore
0,1965941615,Fri May 29 16:49:42 PDT 2009,NO_QUERY,santz85,cant stop coughing feel like i might have bronchitis again no fun
0,2183086465,Mon Jun 15 14:01:42 PDT 2009,NO_QUERY,StJeanie,i want to go on facebook i can feel the notifications piling up i dont like it shit
0,2225191707,Thu Jun 18 10:25:26 PDT 2009,NO_QUERY,mia_sade,having a hell of a day and its not even 1pm yet
1,2057134629,Sat Jun 06 12:26:13 PDT 2009,NO_QUERY,chilled35,is freezing his arse off in the same garden still dry preview coming along nicely
1,1999949823,Mon Jun 01 21:07:15 PDT 2009,NO_QUERY,leeahkay,concert weepweep lol love lbl
0,2254851962,Sat Jun 20 10:22:58 PDT 2009,NO_QUERY,_hannahb_,going to tims tpdayy lt3 waterslides were sooo much funn yesterday sooo cold though no soccer game tomorrow xp
0,2053864568,Sat Jun 06 05:55:55 PDT 2009,NO_QUERY,DJK87,tryin 2 get 2night off wrk not goin well
0,2266135402,Sun Jun 21 07:58:17 PDT 2009,NO_QUERY,cloverleaf_0211,mãnh tháºy trãªn h2t cã³ nã³i nhãu vá twitter nãªn mãnh cång xã i thá báºn mãnh cháº cã³ äáa nã o xã i twitter háºt
0,2186594727,Mon Jun 15 19:03:41 PDT 2009,NO_QUERY,SaracaB,and they might have to do surgery on her
1,1753009535,Sat May 09 23:47:02 PDT 2009,NO_QUERY,jessicaberto,congrats i highly doubt ull have buyers remorseuve wanted that car for a while
1,1979256882,Sun May 31 02:16:25 PDT 2009,NO_QUERY,_Axx,aww thats mean lol its ok i know you dont mean it cuz id be saying the same shit if knew who it was
0,1982797757,Sun May 31 11:55:25 PDT 2009,NO_QUERY,Juliaw467,beach this morningbbq this afternoon back to schoolwork 2morro
1,1752475212,Sat May 09 22:01:37 PDT 2009,NO_QUERY,houseofmuses,house of the muses 4 page 28 is now live
0,2203755095,Wed Jun 17 00:27:35 PDT 2009,NO_QUERY,HeyBrittany33,very true i just wish it wasnt so hard i feel horrible youre making me feel a little better tho so thanks
0,2062151562,Sat Jun 06 22:27:52 PDT 2009,NO_QUERY,elaqiu,i made a list of tobuy things last night and they mostly consisted of quotsurely expensivequot beauty products ive been reading too many
0,2263665992,Sun Jun 21 01:27:23 PDT 2009,NO_QUERY,harryfike,at the airport saying good bye to my wife for 3 days time to go home and cry myself to sleep
1,1957412594,Fri May 29 00:25:21 PDT 2009,NO_QUERY,davidcarrington,glad you got it sorted
0,2192288544,Tue Jun 16 06:48:29 PDT 2009,NO_QUERY,ayapapayajb,i was gonna go to the signing but i cant
1,2061727953,Sat Jun 06 21:29:03 PDT 2009,NO_QUERY,ZanMac,whats your secret to looking so youthful laughing out loud thats a great way to start your trip though a little flattery never hurts
1,1975488114,Sat May 30 15:15:48 PDT 2009,NO_QUERY,nilsnagele,what transpired from the conv on the war on drugs eradicate at the root
0,2228321123,Thu Jun 18 14:17:37 PDT 2009,NO_QUERY,mlpatterson012,is in meridian and is thinking this has not been my week at all
0,1551514640,Sat Apr 18 09:15:31 PDT 2009,NO_QUERY,nickbabenko,for it to be blocked got one of those already
1,2063001310,Sun Jun 07 01:01:26 PDT 2009,NO_QUERY,BrandyWandLover,cool i was never good at languages got a c in french at gcse x
0,2248385626,Fri Jun 19 20:32:25 PDT 2009,NO_QUERY,Jeeverz,oh no  i do wish you a speedy recovery  also men are pigs true story  someone there staring at you
0,2194622999,Tue Jun 16 10:02:33 PDT 2009,NO_QUERY,meatlessrawsugr,just had a pleasant coffee back to work til 9
1,1994891184,Mon Jun 01 12:37:14 PDT 2009,NO_QUERY,SoulAfrodisiac,so then you were the catalyst behind it or at least part of the movement anyway
0,1957277190,Fri May 29 00:01:36 PDT 2009,NO_QUERY,djsteeley,oops they dont open until 9am
1,1469644315,Tue Apr 07 06:59:55 PDT 2009,NO_QUERY,_Oro_Solido_,over slept and dreamed about having a motorcycle
0,1826998358,Sun May 17 09:46:21 PDT 2009,NO_QUERY,SuperSammie16,it feels like i broke my femur stupid girl at socccer
1,2031691586,Thu Jun 04 10:10:52 PDT 2009,NO_QUERY,raywheels,climbing the ladder one step at a time
0,2324350871,Thu Jun 25 02:56:39 PDT 2009,NO_QUERY,maggiev,nice to link up with a maths teacher in iran hows things
1,2190872853,Tue Jun 16 03:57:35 PDT 2009,NO_QUERY,kezarthur,it wont stop me from being healthy ill just take it easier at the gym
0,1980898783,Sun May 31 07:57:02 PDT 2009,NO_QUERY,benlucier,i know im sitting on my porch with a coffee and my laptop with the shivers what should we do
0,1971844848,Sat May 30 08:01:22 PDT 2009,NO_QUERY,MiZz_Tamara,just leavin the dr my cat scan results were crazyy they wanna do surgery
0,2217204262,Wed Jun 17 20:32:14 PDT 2009,NO_QUERY,nicagarcia,you abandoned me last night
1,1882796741,Fri May 22 07:30:07 PDT 2009,NO_QUERY,Buster_Brown_,i just woke up
0,2201851802,Tue Jun 16 20:52:10 PDT 2009,NO_QUERY,sexiishanny,watchen the fresh prince of belairstill missen da hubby
0,1969876264,Sat May 30 01:33:50 PDT 2009,NO_QUERY,xLakeEffectKid,mark is my boyfriend he lives in spain and i live in stoopid nz its very lame hes
0,1470202968,Tue Apr 07 08:39:18 PDT 2009,NO_QUERY,Ayla_F,aww i got all excited then
1,1753029054,Sat May 09 23:51:33 PDT 2009,NO_QUERY,mandyrose1028,awe man that sucks everyone makes mistakes i have a feeling that people can forgive you
0,2249860464,Fri Jun 19 23:10:17 PDT 2009,NO_QUERY,princesslain,all i wanna do is watch xfiles goodfellas will have to do i guess
1,1979336845,Sun May 31 02:36:36 PDT 2009,NO_QUERY,oceanparkw,morning gi hmm do you know what breed the lovely presley is is it french bulldog ahh curious hes so cute xxx
1,2060048755,Sat Jun 06 18:09:32 PDT 2009,NO_QUERY,julieBryceM,just letting my flock know im still alive at dinner w hubby in hilton head still very much on vacay
0,1573730218,Tue Apr 21 02:34:57 PDT 2009,NO_QUERY,haikuMoon,having a headache
0,2201147231,Tue Jun 16 19:52:22 PDT 2009,NO_QUERY,LadieBugQueen,ugh wishbone ranch dressing does not taste like ranch dressing smdh
0,2242103622,Fri Jun 19 11:46:24 PDT 2009,NO_QUERY,lwhitmore1,went to bjs then to my sons school for family fun dayand now we are homeand of course its still raining out
1,1554107163,Sat Apr 18 16:05:15 PDT 2009,NO_QUERY,ensoDesign,working on this darnn webpage project i want to pull my hair out but i love the challenge
1,1972330636,Sat May 30 09:01:26 PDT 2009,NO_QUERY,shaquib,i dont even know there are rainbows and stars obviously and a fairy and some mushrooms and a tree and flowers i was mainly
0,1834697450,Mon May 18 03:54:07 PDT 2009,NO_QUERY,tiwitiwitiwi,pusiiing
1,1754472847,Sun May 10 06:23:25 PDT 2009,NO_QUERY,jonasbroslover,happy mothers day to all you moms out there
1,2191088072,Tue Jun 16 04:29:35 PDT 2009,NO_QUERY,unahealyfan,laughing out loud i cud have changed it to a twin but not sure how much extra it wud cost and im staying over 2 nights
1,1996917154,Mon Jun 01 15:55:32 PDT 2009,NO_QUERY,DJKeight,up 3d is a suuuuper cute movie i definitely reccomend it
1,2057854798,Sat Jun 06 13:47:25 PDT 2009,NO_QUERY,Becci1979,yay youre following me now
0,2198612026,Tue Jun 16 16:19:16 PDT 2009,NO_QUERY,OCBAM,doing a felon search w bam bam wow i hope this guy doesnt have a gun
1,1977865457,Sat May 30 21:53:13 PDT 2009,NO_QUERY,TwistedMacSista,you were my 3000 tweet amp didnt know it til nowit was fun playing with ya tonight
0,2200620686,Tue Jun 16 19:08:48 PDT 2009,NO_QUERY,Mia_Devlin,so brad won for male video of the year congrats still wish keith had won
1,1983240408,Sun May 31 12:46:37 PDT 2009,NO_QUERY,EpicCupcakeDude,cant get jason mrazs song make it mine out of her head his album ftw x
1,2016121763,Wed Jun 03 06:12:26 PDT 2009,NO_QUERY,dj_moni,here it is 120 secs w chico hamilton a heart felt story on how he met his wife of 67 yrs
1,2014202927,Wed Jun 03 00:46:26 PDT 2009,NO_QUERY,NB_Agency,hello to you too from nb frankfurt
0,2296906477,Tue Jun 23 09:46:07 PDT 2009,NO_QUERY,TFlickinger0573,i miss you too erin and im really going to miss you in the fall too
0,1694098848,Mon May 04 01:04:45 PDT 2009,NO_QUERY,_jolz,well maybe i am in love with a midget
1,2069695028,Sun Jun 07 16:21:18 PDT 2009,NO_QUERY,Murnahan,oh i am not saying it is bad to have followers i commented on the frenzy to find followers i will expand on it in my book
0,1985191230,Sun May 31 16:36:55 PDT 2009,NO_QUERY,steffo___O,im soo nervous about tomorrow i could puke
0,1982476449,Sun May 31 11:17:07 PDT 2009,NO_QUERY,MusicLover_15,keeps trying to write but keeps getting distracted p
1,2014189906,Wed Jun 03 00:43:58 PDT 2009,NO_QUERY,nemesis_divina,i call wings in 5 so we can win the cup while in hockeytown unlike last year at the stupid penguin pond go wings
1,2059251079,Sat Jun 06 16:33:10 PDT 2009,NO_QUERY,ohiosweetie81,aw r you always this sweet we need more guys like you guys in the world you 5 r amazin keep bein you theres nothin we would change
0,2179792664,Mon Jun 15 09:35:24 PDT 2009,NO_QUERY,EmmaNBrophy,feels bad for cali poor thing
0,1880655099,Fri May 22 02:01:12 PDT 2009,NO_QUERY,lostinsound,good morning world  although i have been up since half 5 eek work is slow but not for long poor partying tonighhhhht
0,2179174908,Mon Jun 15 08:44:54 PDT 2009,NO_QUERY,alliedcvil,i hate my parents they keep asking for money and it sucks because i keep sending them more and more and i dont think its going to end
1,1833921052,Mon May 18 00:56:55 PDT 2009,NO_QUERY,kenners77,sleepyyytime for bed but excited for tomorrow
0,2209000186,Wed Jun 17 09:53:24 PDT 2009,NO_QUERY,MeganWatsonDOM,have you ever tried acupuncture between games not for snl sorry maybe nope i have no ideas sorry
1,1827534726,Sun May 17 10:55:00 PDT 2009,NO_QUERY,BookLoveHer,thats the kind of stuff that goes directly into my novels priceless
0,2199634525,Tue Jun 16 17:47:06 PDT 2009,NO_QUERY,chantalbraganza,i gave up today
1,1468917998,Tue Apr 07 04:24:00 PDT 2009,NO_QUERY,anagori,really why call superman he can save you we need ya
1,1880430856,Fri May 22 01:12:53 PDT 2009,NO_QUERY,Jammerz13,possibly going to see seether sunday finally something exciting in my life
0,1686251846,Sun May 03 04:33:13 PDT 2009,NO_QUERY,Worshipcity,aw man i missed the sunrise
0,2196854687,Tue Jun 16 13:01:08 PDT 2009,NO_QUERY,thejanoo,i am sick so very sick and i dont mean deranged sick i mean coldflu sick being stuck in bed all day is going to suck
1,2017014299,Wed Jun 03 07:43:23 PDT 2009,NO_QUERY,ctscho,yep still if there were a prof readers job i think id be interested
0,2218925559,Wed Jun 17 23:25:40 PDT 2009,NO_QUERY,MyzPritsy,lmfaooo ill do it weneva im tired  ampamp yew nastyyyyyyyyy
1,2001671926,Tue Jun 02 01:40:22 PDT 2009,NO_QUERY,JoshAlder,harry at first i was trying to figure out what tos episode you were watching sounds like all quotthrustersquot are operational
1,2181350203,Mon Jun 15 11:42:32 PDT 2009,NO_QUERY,VanessaLane61,you be a nympho ill be a nympho check out my latest blog post i think youll find it very interesting
0,2014797124,Wed Jun 03 02:43:08 PDT 2009,NO_QUERY,mim001,wails everyone has tea and treats this makes me blue
0,2061621870,Sat Jun 06 21:15:16 PDT 2009,NO_QUERY,ellen_12,we have been apart for so long you better say hi bitch i miss you
1,1827968800,Sun May 17 11:49:21 PDT 2009,NO_QUERY,MissRed22,ok thats wussup i been good just chillin today what you got up for 2day
0,1992039846,Mon Jun 01 08:05:48 PDT 2009,NO_QUERY,MartinaMc,is heading back to preston to collect the last of her stuff
0,2065788476,Sun Jun 07 09:17:29 PDT 2009,NO_QUERY,tashamorgado,grrrrrr sick once again
0,2072022491,Sun Jun 07 20:16:04 PDT 2009,NO_QUERY,annyo84,no i didnt meet claudia at the game
1,1550909558,Sat Apr 18 07:36:27 PDT 2009,NO_QUERY,KnockEmOut,yay i didnt spend any money im so proud of myself  only need ï½650 then i have enough for lily tickets
0,1883577456,Fri May 22 08:46:25 PDT 2009,NO_QUERY,splashtech,kinda after the posterpresentation is done with yeah need to sort out somewhere to move in fbro though no money atm
1,1963202485,Fri May 29 12:21:45 PDT 2009,NO_QUERY,xdana01x,after the song clips on the live chat last night im even more excited for the cd
0,2323405222,Thu Jun 25 00:34:08 PDT 2009,NO_QUERY,tempeste,on the plus side this week i did not have to deal with blood or faeces  but i did double the other bodily fluids now 2 weeks off
0,1979881081,Sun May 31 04:52:51 PDT 2009,NO_QUERY,McKerrowTweet,im now hungover had so much greasy food but nothing is helping
1,2063314017,Sun Jun 07 02:09:52 PDT 2009,NO_QUERY,Minerveca,then you can just click it to go to browser but yeah fave feature here too
0,1469444202,Tue Apr 07 06:24:06 PDT 2009,NO_QUERY,clarissabarton,oh scratch that i just lost two followers boo
0,1992948856,Mon Jun 01 09:35:05 PDT 2009,NO_QUERY,cafoothillhomes,i tried to dm you back  but it wont let me  you dont follow me
1,2071518978,Sun Jun 07 19:31:42 PDT 2009,NO_QUERY,MegMac007,pps and ive decided im just pretending youre my follower  i wont bother anymore re that topic
1,1684850096,Sat May 02 22:14:21 PDT 2009,NO_QUERY,teresajusino,even though theyll never see this congratulations christine and damon those two crazy kids are meant for each other
0,2218097042,Wed Jun 17 21:53:09 PDT 2009,NO_QUERY,TashaMCrawford,plenty of things
1,1996134633,Mon Jun 01 14:35:18 PDT 2009,NO_QUERY,anomdesign,no problem
0,1880842003,Fri May 22 02:41:52 PDT 2009,NO_QUERY,ShutterBetty,i dont think were going to have any post today i like post makes me feel like its my birthday
1,1979107699,Sun May 31 01:40:11 PDT 2009,NO_QUERY,Shiikane,thanks pa
1,1824352278,Sun May 17 01:01:03 PDT 2009,NO_QUERY,JamieLeiJonas,have fun boys god bless and wash your hands
1,1835821264,Mon May 18 06:49:16 PDT 2009,NO_QUERY,Tleaving,i need to try peeling off some of that wall paper tonight
0,1978034738,Sat May 30 22:16:41 PDT 2009,NO_QUERY,martinxz,just left kristins what wiill the night bring
0,2240181264,Fri Jun 19 09:26:15 PDT 2009,NO_QUERY,pugyd,omg i jest fininshed cleaning the tolets it was sooooooo gross ew
0,1553950454,Sat Apr 18 15:39:30 PDT 2009,NO_QUERY,kirstenreimer,so ill just be waiting here for 14 hours for my music to copy on to my other computer
0,2039974341,Thu Jun 04 23:17:27 PDT 2009,NO_QUERY,Shweetie88,am in class and am ever so bored who will save me from this boring lesson
0,2286097876,Mon Jun 22 15:59:42 PDT 2009,NO_QUERY,TheAndrewNguyen,i would recommend so awesome japanese music but you wouldnt understand it
1,1468771350,Tue Apr 07 03:38:56 PDT 2009,NO_QUERY,TferThomas,enjoy the crowd
1,1980552710,Sun May 31 07:03:43 PDT 2009,NO_QUERY,southerndelite,why do people impersonatei dont get it how are you today linnet
0,2060577270,Sat Jun 06 19:10:04 PDT 2009,NO_QUERY,mercurynin,still shaken up over moochie shes undergoing surgery now should hear from vet in about two hours i know shell be fine but
1,1996990931,Mon Jun 01 16:03:25 PDT 2009,NO_QUERY,penpen72,8675309 laughing out loud sorry andy couldnt resist
0,2234741622,Thu Jun 18 23:39:24 PDT 2009,NO_QUERY,joeloleson,lesson learned following new people following me isnt a good idea lots of bots get  quik spam back to the scrub and mr tweet method
1,1558824815,Sun Apr 19 09:30:19 PDT 2009,NO_QUERY,LiveInLove10,drinking coffee
1,2053016254,Sat Jun 06 02:56:28 PDT 2009,NO_QUERY,ontheseashore,yeah itd be great oh ive been itching to find booksactually want to come with me when are you free next week
1,1981205331,Sun May 31 08:39:15 PDT 2009,NO_QUERY,arjan_k,oh madness  mmstempo09omroepnlvpro_pinkpop is ook wel leuk
0,2050100818,Fri Jun 05 18:04:05 PDT 2009,NO_QUERY,RakeshRPatel,i miss my shot buddies
0,2001930765,Tue Jun 02 02:34:06 PDT 2009,NO_QUERY,chiaraaaa,dead dead and gone dead and gone anna markley
0,1988935395,Sun May 31 23:49:17 PDT 2009,NO_QUERY,Spidersamm,ugly kids there woahh where am i then
0,2201133427,Tue Jun 16 19:51:13 PDT 2009,NO_QUERY,Si0pao,downside my arms are sore
0,2246829420,Fri Jun 19 18:11:11 PDT 2009,NO_QUERY,emilie98,so tierd and not feeling all that good
1,2177196217,Mon Jun 15 05:38:54 PDT 2009,NO_QUERY,Cybox,abbeys new fav thing
0,1754538054,Sun May 10 06:36:39 PDT 2009,NO_QUERY,naunners,ugh today will be a test of how much jobtime i have left betting im there an hour before they send us home  throttled call volume ftl
1,1559067376,Sun Apr 19 10:10:10 PDT 2009,NO_QUERY,madisonhouse,a good luck with them
0,1754189083,Sun May 10 05:20:34 PDT 2009,NO_QUERY,MistyShannon,kid vomitdog vomithappy mothers day
0,2065845210,Sun Jun 07 09:24:14 PDT 2009,NO_QUERY,TeamCyrus,im getting mine on friday i hope they dont all go
0,2324989573,Thu Jun 25 04:31:07 PDT 2009,NO_QUERY,Raachelness,i really wish chuck would tell blair he loved her
0,1932478134,Tue May 26 21:32:54 PDT 2009,NO_QUERY,cassiyang,oh dear why are my fingers so itchy
0,2193416070,Tue Jun 16 08:25:44 PDT 2009,NO_QUERY,MissMadamKelly,dated a guy who has a better looking brotherdam this always happens 2 me
1,1754138670,Sun May 10 05:08:13 PDT 2009,NO_QUERY,unyuu,ooh awesomeness i had an xmenstar treck marathon tadi in the mall it was awesome
0,1973632216,Sat May 30 11:31:49 PDT 2009,NO_QUERY,mynameistammyxo,ughh its so nice out and im in the car i want to be tanningggg
0,1558555085,Sun Apr 19 08:43:52 PDT 2009,NO_QUERY,mmfphotodude,its a mac like wow pismo screen cracked anyone wanna give me one no seriously  cant afford to fix it and need it for school lol mac
1,1824288528,Sun May 17 00:45:31 PDT 2009,NO_QUERY,ryanzanthony,otw home so tired hoamm great preach by ps john scalon
1,1557633006,Sun Apr 19 05:13:55 PDT 2009,NO_QUERY,JIGGYMUZIK,you know my take
1,1976868569,Sat May 30 19:22:03 PDT 2009,NO_QUERY,HeyItsGrant,with franki
0,1557106956,Sun Apr 19 02:02:53 PDT 2009,NO_QUERY,Winstonita,and you sir im choring too ironing
0,2295400660,Tue Jun 23 07:52:45 PDT 2009,NO_QUERY,BellaButtrfly,rudeness im sad you said quotokquotdamn homie
1,2049913884,Fri Jun 05 17:43:35 PDT 2009,NO_QUERY,yasmineyacut,just got back from babysitting the two adorablest girls ever as you can see i like using words that arent words
0,1771225362,Mon May 11 23:36:46 PDT 2009,NO_QUERY,TeamLoveee,i was just refered to as the quotruntquot of my familynever thought of it that way
1,1971528642,Sat May 30 07:18:58 PDT 2009,NO_QUERY,annaryan,i think ashley still has place in her plane but whatever if ur coming or not have fun on your tour
0,2048762419,Fri Jun 05 15:43:57 PDT 2009,NO_QUERY,kidthings,lt my face because im missing zoro tonight
0,2062705798,Sun Jun 07 00:02:29 PDT 2009,NO_QUERY,clotta22,16 blocks is on nowfeel like im watching too much tv
1,2066101332,Sun Jun 07 09:53:29 PDT 2009,NO_QUERY,msc124,thanks
1,2063796406,Sun Jun 07 04:06:30 PDT 2009,NO_QUERY,mysweetspot2,i wondered what happened to you laughing out loud aahhhthe sweeeet taste of freedom
0,2211483419,Wed Jun 17 12:54:41 PDT 2009,NO_QUERY,IShepherd,the iphone cannot be updated at this time because the iphone activation server is temporarily unavailable
1,1468036801,Mon Apr 06 23:22:51 PDT 2009,NO_QUERY,CarolRiddickRDU,ok all off to sleep on my magnetic mattress gnight all sweet dreams
0,1563935711,Mon Apr 20 00:57:18 PDT 2009,NO_QUERY,goodinparts,and now its monday thanks for following  i love all saints cafe amp guess you are therefore only one county north of here
1,1827954009,Sun May 17 11:47:28 PDT 2009,NO_QUERY,sammpender,having fun taking pictures and photoshopping them
0,2266589600,Sun Jun 21 08:46:03 PDT 2009,NO_QUERY,princelili,tell me about it
1,1676850094,Fri May 01 23:26:19 PDT 2009,NO_QUERY,bloggerjoe,your too kind
0,1964599609,Fri May 29 14:29:47 PDT 2009,NO_QUERY,MKCOL,no sky terrestrial analogue only
0,1752222529,Sat May 09 21:20:55 PDT 2009,NO_QUERY,kiwusha,its been such a long time i havent gotten a moskito bit why now
1,2055462960,Sat Jun 06 09:21:43 PDT 2009,NO_QUERY,BeccaDunnxo,you should come to liverpool when you come to the uk in november xo
0,2190327628,Tue Jun 16 02:24:45 PDT 2009,NO_QUERY,timwilde,pressed the lemon tango button got coke zero  drink vendor
1,1559224497,Sun Apr 19 10:35:19 PDT 2009,NO_QUERY,Secludedsfx,this has got me so in the mood to make a 12 hour trance set ill keep you updated on twitter make sure to add me
1,1678756214,Sat May 02 07:38:14 PDT 2009,NO_QUERY,CrystalJanet,they should anyway
0,2228831392,Thu Jun 18 14:56:33 PDT 2009,NO_QUERY,knights4,your lucky my phone wont do it
1,1979763038,Sun May 31 04:24:21 PDT 2009,NO_QUERY,jcmedina95,first time i saw all of the tweets being updated on the twitter website
1,1557980464,Sun Apr 19 06:49:10 PDT 2009,NO_QUERY,kirsties4,i luv jb soooooooo much o man nice sunny day listening to jb is heaven
1,2048925308,Fri Jun 05 16:00:15 PDT 2009,NO_QUERY,mileyfashion,okay thanks i wasnt sure if that was the site that caused my last computer to crash hm
1,1793638162,Thu May 14 03:27:27 PDT 2009,NO_QUERY,littleladylov,how can i get rid off ants can any 1 help xx
0,2283162746,Mon Jun 22 12:16:57 PDT 2009,NO_QUERY,thelazzyone,i need one too
0,2014657782,Wed Jun 03 02:15:20 PDT 2009,NO_QUERY,nunu_boujuah,you aint tweetin ur self im here
1,1693209529,Sun May 03 21:52:08 PDT 2009,NO_QUERY,31Sparkles,when you find those dibs on them
